id,name,latitude,longitude,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"T32007 ","Salem State University - Bike Path at Loring Ave",42.50182398896298,-70.89478075504303,42.501833,-70.894585,1,rooftop,69,"Loring Ave",,,Salem,MA,"Essex County",01970,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
348,"Talbot Ave At Blue Hill Ave",42.2945833,-71.087111,42.294829,-71.086921,1,rooftop,236,"Harvard St",,,"Dorchester Center",MA,"Suffolk County",02124,US,"City of Boston"
E32010,"Forest Hills",42.300923,-71.114249,42.301018,-71.114584,1,rooftop,23,"South St",,,"Jamaica Plain",MA,"Suffolk County",02130,US,"City of Boston"
349,"Washington St at Talbot Ave",42.290333,-71.071806,42.290403,-71.071871,1,rooftop,1-5A,"Norfolk St",,,"Dorchester Center",MA,"Suffolk County",02124,US,"City of Boston"
c32014,"Damrell St at Old Colony Ave",42.3324824,-71.0542411,42.332229,-71.054051,1,rooftop,69-83,"Damrell St",,,Boston,MA,"Suffolk County",02127,US,"City of Boston"
374,"Tremont St at Hamilton Pl",42.35668334969929,-71.06166645884514,42.356524,-71.061711,1,rooftop,125,"Tremont St",,,Boston,MA,"Suffolk County",02108,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
327,"Main St at Thompson Sq",42.374878467440965,-71.06383498767171,42.374888,-71.063774,1,rooftop,145,"Main St",,,Charlestown,MA,"Suffolk County",02129,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
C32038,"Washington St at Talbot Ave",42.290333,-71.071806,42.290403,-71.071871,1,rooftop,1-5A,"Norfolk St",,,"Dorchester Center",MA,"Suffolk County",02124,US,"City of Boston"
A32026,"Purchase St at Pearl St",42.354659,-71.053181,42.354539,-71.053631,1,rooftop,151,"Pearl St",,,Boston,MA,"Suffolk County",02110,US,"City of Boston"
M32082,"Broad Canal Way at Third Street",42.36304549626695,-71.08287078916874,42.363326,-71.082784,1,rooftop,7,"Broad Canal Way",,,Cambridge,MA,"Middlesex County",02142,US,"City of Cambridge"
116,"359 Broadway - Broadway at Fayette Street",42.370803,-71.104412,42.370671,-71.1047,1,rooftop,368,Broadway,,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
C32086,"Centre St at Parkway YMCA",42.282941103,-71.157129407,42.282929,-71.156951,1,rooftop,1972,"Centre St",,,"West Roxbury",MA,"Suffolk County",02132,US,"City of Boston"
S32041,"Union Square East",42.380078,-71.090098,42.380328,-71.090153,1,rooftop,159,"Washington St",,,Somerville,MA,"Middlesex County",02143,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
360,"Bartlett St at John Elliot Sq",42.3294633,-71.0901582,42.329364,-71.090273,1,rooftop,10-18,"John Eliot Sq",,,Boston,MA,"Suffolk County",02119,US,"City of Boston"
8,"Union Square - Brighton Ave at Cambridge St",42.353334,-71.137313,42.353133,-71.137455,1,rooftop,500,"Cambridge St",,,Allston,MA,"Suffolk County",02134,US,"City of Boston"
426,"Surface Rd at Summer St",42.35294569782581,-71.05656400803126,42.353289,-71.056331,1,rooftop,175,"Federal St",,,Boston,MA,"Suffolk County",02110,US,"City of Boston"
89,"Harvard Law School at Mass Ave / Jarvis St",42.379011,-71.119945,42.379122,-71.11974,1,rooftop,1585,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
W32010,"Watertown St at 5th Ave",42.36289,-71.19127,42.362696,-71.190949,1,rooftop,124,"Watertown St",,,Watertown,MA,"Middlesex County",02472,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
S32051,"Foss Park 2 (temp for winter)",42.390834332,-71.089714885,42.39118,-71.090079,1,rooftop,253,Broadway,,,Somerville,MA,"Middlesex County",02145,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
458,"Watertown Sq",42.365260317694485,-71.18573324459247,42.365529,-71.186157,1,rooftop,9,"Galen St",,,Watertown,MA,"Middlesex County",02472,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
B32002,"Ruggles T Stop - Columbus Ave at Melnea Cass Blvd",42.33624444796878,-71.08798563480377,42.336082,-71.087841,1,rooftop,840,"Columbus Ave",,,"Roxbury Crossing",MA,"Suffolk County",02120,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
M32091,"325 Binney St.",42.36722,-71.08903,42.367487,-71.088475,0.99,rooftop,325,"Binney St",,,Cambridge,MA,"Middlesex County",02142,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
C32109,"Centre St. at Allandale St.",42.300806,-71.127436,42.301388,-71.128079,0.99,rooftop,1153-1153,"Centre St",,,"Jamaica Plain",MA,"Suffolk County",02130,US,"City of Boston"
573,"Salem MBTA - Lower Level",42.523994,-70.89684,42.523386,-70.896996,0.99,rooftop,32,"Federal St",,,Salem,MA,"Essex County",01970,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
189,"Kendall T",42.362427842912396,-71.08495473861694,42.362448,-71.085138,1,rooftop,16,Broadway,,,Cambridge,MA,"Middlesex County",02142,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
106,"Dudley Town Common - Mt Pleasant Ave at Blue Hill Ave",42.325333,-71.075354,42.325371,-71.075351,1,rooftop,409,"Dudley St",,,Roxbury,MA,"Suffolk County",02119,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
C32111,"Four Corners/Geneva T Stop",42.30321534982497,-71.07820987712329,42.302939,-71.077971,1,rooftop,200-200A,"Washington St",,,Boston,MA,"Suffolk County",02121,US,"City of Boston"
E32013,"Hyde Park Library",42.2568376,-71.122509,42.2566,-71.122517,1,rooftop,36-40,"Winthrop St",,,"Hyde Park",MA,"Suffolk County",02136,US,"City of Boston"
52,"Newbury St at Hereford St",42.348717,-71.085954,42.348819,-71.085881,1,rooftop,53,"Hereford St",,,Boston,MA,"Suffolk County",02115,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
328,"Grove St at Community Path",42.396386809455,-71.12011306006025,42.396341,-71.11992,1,rooftop,43,"Grove St",,,Somerville,MA,"Middlesex County",02144,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
319,"84 Cambridgepark Dr",42.3936,-71.143941,42.393339,-71.143913,1,rooftop,88,"Cambridgepark Dr",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
263,"Mattapan Library (former)",42.2773889,-71.09325,42.277359,-71.093131,1,rooftop,1354-1356,"Blue Hill Ave",,,Mattapan,MA,"Suffolk County",02126,US,"City of Boston"
484,"Revere Public Library",42.408088,-71.008942,42.408008,-71.009177,1,rooftop,179,"Beach St",,,Revere,MA,"Suffolk County",02151,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
120,"Beacon St at Charles St",42.356052,-71.069849,42.356279,-71.070041,1,rooftop,70,"Beacon St",,,Boston,MA,"Suffolk County",02108,US,"City of Boston"
90,"Lechmere Station at Cambridge St / First St",42.370677,-71.076529,42.370823,-71.076298,1,nearest_street,,MA-28,,,Cambridge,MA,"Middlesex County",02141,US,"TIGER/Line® dataset from the US Census Bureau"
M32087,"Church St",42.374440789,-71.11971879,42.374453,-71.119761,1,rooftop,23,"Church St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
115,"Porter Square Station",42.387995,-71.119084,42.388019,-71.11907,1,rooftop,1867,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
K32017,"Harvard St and Stedman St",42.344390154,-71.124788523,42.344589,-71.125095,1,rooftop,367,"Harvard St",,,Brookline,MA,"Norfolk County",02446,US,"City of Brookline"
533,"Danehy Park at New Street",42.389456,-71.139019,42.389802,-71.139485,0.99,rooftop,87,"New St",,,Cambridge,MA,"Middlesex County",02138,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
S32017,"East Somerville Library (Broadway and Illinois)",42.3876281075134,-71.08318716287613,42.387696,-71.083005,1,rooftop,105,Broadway,,,Somerville,MA,"Middlesex County",02145,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
218,"Watermark Seaport - Boston Wharf Rd at Seaport Blvd",42.351586001198456,-71.04569256305693,42.351723,-71.046116,1,rooftop,77-91,"Seaport Blvd",,,Boston,MA,"Suffolk County",02210,US,"City of Boston"
559,"Centre St at Commonwealth Ave",42.3362358,-71.1934421,42.336546,-71.19361,1,rooftop,1045,"Centre St",,,"Newton Center",MA,"Middlesex County",02459,US,"Town of Newton"
A32025,"Nashua Street at Red Auerbach Way",42.365673,-71.064263,42.365419,-71.064331,1,rooftop,42,"Lomasney Way",,,Boston,MA,"Suffolk County",02114,US,"City of Boston"
M32021,"Harvard University Gund Hall at Quincy St / Kirkland St",42.376369,-71.114025,42.376493,-71.113725,1,rooftop,50,"Quincy St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
H32001,"Cary Square",42.39806509,-71.03053534,42.398121,-71.030376,1,rooftop,7,"Gardner St",,,Chelsea,MA,"Suffolk County",02150,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
S32001,"Somerville City Hall",42.386814713,-71.098234057,42.386562,-71.098421,1,rooftop,90,"Highland Ave",,,Somerville,MA,"Middlesex County",02143,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
A32049,"Gove St at Orleans St",42.37057753242139,-71.03558540113227,42.370329,-71.035521,1,rooftop,137,"Orleans St",,,"East Boston",MA,"Suffolk County",02128,US,"City of Boston"
256,"Washington St at Talbot Ave (former)",42.290333,-71.071806,42.290403,-71.071871,1,rooftop,1-5A,"Norfolk St",,,"Dorchester Center",MA,"Suffolk County",02124,US,"City of Boston"
216,"Glendon St at Condor St",42.38240377674137,-71.03024303913116,42.382259,-71.030461,1,rooftop,24,"Glendon St",,,"East Boston",MA,"Suffolk County",02128,US,"City of Boston"
M32024,"Harvard University Radcliffe Quadrangle at Shepard St / Garden St",42.380286574,-71.125044346,42.380078,-71.12531,1,rooftop,50,"Garden St",,,Cambridge,MA,"Middlesex County",02138,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
A32048,"Marion St at White St",42.38066930871317,-71.03907315999093,42.380739,-71.038875,1,rooftop,409-415,"Meridian St",,,Boston,MA,"Suffolk County",02128,US,"City of Boston"
C32091,"645 Summer St",42.341503501,-71.040206671,42.341796,-71.040379,1,rooftop,645,"Summer St",,,Boston,MA,"Suffolk County",02210,US,"City of Boston"
277,"Charlestown Navy Yard (former)",42.374010653844934,-71.0548335313797,42.374014,-71.055379,1,rooftop,22,"1st Ave",,,Charlestown,MA,"Suffolk County",02129,US,"City of Boston"
141,"Kendall Street",42.363560158429884,-71.08216792345047,42.363559,-71.082293,1,rooftop,250,"Kendall St",,,Cambridge,MA,"Middlesex County",02142,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
259,"Washington St at Bowdoin St",42.299164979365884,-71.07345871645519,42.299139,-71.073201,1,rooftop,354-356A,"Washington St",,,Boston,MA,"Suffolk County",02124,US,"City of Boston"
203,"Columbia Rd at Ceylon St",42.309572,-71.0729,42.309414,-71.072423,1,rooftop,317,"Columbia Rd",,,Dorchester,MA,"Suffolk County",02125,US,"City of Boston"
284,"One Brigham Circle (former)",42.333919727205775,-71.10446777203833,42.333807,-71.104563,1,rooftop,1622-1630,"Tremont St",,,Boston,MA,"Suffolk County",02120,US,"City of Boston"
122,"Burlington Ave at Brookline Ave",42.345733,-71.100694,42.345759,-71.100491,1,rooftop,121,"Brookline Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
D32006,"Lewis Wharf at Atlantic Ave",42.363871,-71.050877,42.363723,-71.050818,1,rooftop,43,"Lewis Wharf",,,Boston,MA,"Suffolk County",02110,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
221,"Verizon Innovation Hub 10 Ware Street",42.37250864997261,-71.11305356025696,42.372405,-71.113324,1,rooftop,7,"Ware St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
D32060,"Hood Park",42.38004534693313,-71.0730457305908,42.380188,-71.073261,1,rooftop,75,"Hood Park Dr",,,Charlestown,MA,"Suffolk County",02129,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
D32017,"Mugar Way at Beacon St",42.355536284897084,-71.07286870479584,42.355684,-71.072681,1,rooftop,96,"Beacon St",,,Boston,MA,"Suffolk County",02108,US,"City of Boston"
398,"75 Binney St",42.36550728505653,-71.0801375997653,42.365788,-71.080507,1,rooftop,75,"Binney St",,,Cambridge,MA,"Middlesex County",02142,US,"City of Cambridge"
433,"Centre St at Parkway YMCA",42.28277901074054,-71.15728851416861,42.282844,-71.157504,1,rooftop,1977,"Centre St",,,"West Roxbury",MA,"Suffolk County",02132,US,"City of Boston"
155,"Huntington Ave at Mass Art (former)",42.33651909304393,-71.0989692435578,42.336318,-71.098459,1,rooftop,620,"Huntington Ave",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
C32092,"Blue Hill Ave at Havelock St",42.285859466,-71.091132522,42.285829,-71.091241,1,rooftop,1137,"Blue Hill Ave",,,"Dorchester Center",MA,"Suffolk County",02124,US,"City of Boston"
B32012,"Northeastern University - North Parking Lot",42.341814,-71.090179,42.341839,-71.090361,1,rooftop,148,"Hemenway St",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
M32034,"EF - North Point Park",42.369885,-71.069957,42.369961,-71.070647,0.99,rooftop,1,"Education St",,,Cambridge,MA,"Middlesex County",02141,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
591,"515 Somerville Ave (Temp. Winter Location)",42.38322726839113,-71.10606908798218,42.382981,-71.106152,1,rooftop,524,"Somerville Ave",,,Somerville,MA,"Middlesex County",02143,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
S32052,"Somerville Hospital",42.390463233,-71.10861659,42.39065,-71.108472,1,rooftop,227,"Highland Ave",,,Somerville,MA,"Middlesex County",02143,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
D32000,"Cambridge St at Joy St",42.36125721646537,-71.06528744101524,42.360989,-71.065271,1,rooftop,176-182,"Cambridge St",,,Boston,MA,"Suffolk County",02114,US,"City of Boston"
A32046,"Canal St at Causeway St",42.365188,-71.060788,42.365029,-71.060971,1,rooftop,162-166,"Canal St",,,Boston,MA,"Suffolk County",02114,US,"City of Boston"
428,"Western Ave at Richardson St",42.361787410661876,-71.14393111327445,42.361653,-71.14392,1,rooftop,500,"Western Ave",,,Brighton,MA,"Suffolk County",02135,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
121,"W Broadway at Dorchester St",42.335958979433094,-71.04622899561036,42.335749,-71.046391,1,rooftop,457-469A,"W Broadway",,,Boston,MA,"Suffolk County",02127,US,"City of Boston"
254,"Talbot Ave At Blue Hill Ave (former)",42.2945833,-71.087111,42.294829,-71.086921,1,rooftop,236,"Harvard St",,,"Dorchester Center",MA,"Suffolk County",02124,US,"City of Boston"
536,"Clinton St at North St",42.3607028354884,-71.05524927377701,42.360509,-71.055137,1,rooftop,340,"Faneuil Hall Marketplace",,,Boston,MA,"Suffolk County",02109,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
412,"Washington St at Peters Park",42.34303291130257,-71.06688730436872,42.342803,-71.066727,1,rooftop,1222,"Washington St",,,Boston,MA,"Suffolk County",02118,US,"City of Boston"
D32018,"Boston Convention and Exhibition Center - Summer St at West Side Dr",42.347763454147454,-71.0453599691391,42.3483,-71.044854,0.99,rooftop,370-430,"Summer St",,,Boston,MA,"Suffolk County",02210,US,"City of Boston"
F32013,"Governors Ave at Lawrence Rd",42.425178,-71.110386,42.425059,-71.109945,1,rooftop,95,"Lawrence Rd",,,Medford,MA,"Middlesex County",02155,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
123,"JP Center - Centre Street at Myrtle Street",42.313156,-71.11414,42.313089,-71.113901,1,rooftop,650-654,"Centre St",,,"Jamaica Plain",MA,"Suffolk County",02130,US,"City of Boston"
153,"8D OPS 03",45.505086,-73.566921,45.504905,-73.567096,1,rooftop,1250,"Rue Saint-Alexandre",,,Montreal,QC,,H3B,CA,Montreal
C32010,"Congress St at Sleeper St",42.351004495946704,-71.04930013418198,42.351139,-71.049191,1,rooftop,332-334,"Congress St",,,Boston,MA,"Suffolk County",02210,US,"City of Boston"
308,"BCBS Hingham",42.16722555541654,-70.90555783370291,42.168287,-70.905134,0.99,rooftop,25,"Technology Pl",,,Hingham,MA,"Plymouth County",02043,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
B32038,"Chestnut Hill Ave at Ledgemere Rd",42.343706,-71.153257,42.343926,-71.153067,1,rooftop,4,"Ledgemere Rd",,,Brighton,MA,"Suffolk County",02135,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
247,"Boylston St at Jersey St (former)",42.344695708662215,-71.09723791480063,42.344651,-71.09694,1,rooftop,1282,"Boylston St",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
C32059,"Belgrade Ave at Walworth St",42.28634589486312,-71.13672129828046,42.286469,-71.136721,1,rooftop,147,"Belgrade Ave",,,Roslindale,MA,"Suffolk County",02131,US,"City of Boston"
385,"Albany St at E. Brookline St",42.33664795427071,-71.0689445958451,42.336769,-71.069339,1,rooftop,615,"Albany St",,,Boston,MA,"Suffolk County",02118,US,"City of Boston"
K32012,"Marion St at Harvard St",42.340122426966424,-71.12070563810447,42.340084,-71.120545,1,rooftop,221,"Harvard St",,,Brookline,MA,"Norfolk County",02446,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
20,"Aquarium T Stop - 200 Atlantic Ave",42.35991176110118,-71.0514298081398,42.359862,-71.051229,1,rooftop,290,"State St",,,Boston,MA,"Suffolk County",02109,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Z32998,"Broadway at Kittie Knox Bike Path",42.36412658996667,-71.0873863200095,42.364371,-71.087445,1,rooftop,105,Broadway,,,Cambridge,MA,"Middlesex County",02142,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
421,"Northbourne Rd at Hyde Park Ave",42.29118034790426,-71.117736660035,42.291369,-71.117481,1,rooftop,300,"Hyde Park Ave",,,"Jamaica Plain",MA,"Suffolk County",02130,US,"City of Boston"
A32057,"Lewis Mall Wharf",42.365678711213775,-71.04030132293701,42.366359,-71.040809,0.99,rooftop,42-50,"Lewis St",,,Boston,MA,"Suffolk County",02128,US,"City of Boston"
236,"Assembly Square T",42.392232840046276,-71.07746601104736,42.392398,-71.077831,1,rooftop,484,"Revolution Dr",,,Somerville,MA,"Middlesex County",02145,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
A32051,"Day Sq",42.37920773,-71.027795792,42.379388,-71.027995,1,rooftop,382-386,"Chelsea St",,,Boston,MA,"Suffolk County",02128,US,"City of Boston"
585,"Northern Strand at Main St",42.42386,-71.067793,42.423841,-71.067283,1,rooftop,273,"Main St",,,Malden,MA,"Middlesex County",02148,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
V32010,"Wasgott Playground",42.40933,-71.063819,42.409355,-71.064345,1,rooftop,5,"Winslow St",,,Everett,MA,"Middlesex County",02149,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
136,"ID Building West",42.344796,-71.031614,42.344901,-71.031272,1,rooftop,24,"Dry Dock Ave",,,Boston,MA,"Suffolk County",02210,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
H32003,"Chelsea Square",42.390226711033826,-71.03857017704286,42.390259,-71.038872,1,rooftop,214,Broadway,,,Chelsea,MA,"Suffolk County",02150,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
V32011,"Broadway at Beacham St",42.39836059620832,-71.06373842814719,42.39853,-71.064126,1,rooftop,128,Broadway,,,Everett,MA,"Middlesex County",02149,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
B32026,"Washington St at Melnea Cass Blvd",42.332817,-71.081198,42.33278,-71.081419,1,rooftop,2085,"Washington St",,,Roxbury,MA,"Suffolk County",02119,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
C32063,"Mass Ave T Station",42.34135615767354,-71.08336953450817,42.341274,-71.08323,1,rooftop,395-397,"Massachusetts Ave",,,Boston,MA,"Suffolk County",02118,US,"City of Boston"
462,"Linwood St at Minuteman Bikeway",42.40935395518158,-71.14906518727366,42.409511,-71.14867,1,rooftop,29,"Linwood St",,,Arlington,MA,"Middlesex County",02474,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
383,MTL-ECO5.1-01,0.0,0.0,0,0,0,,,,,,,,,,,
H32004,"Broadway at Gerrish Ave",42.394531,-71.030856,42.394499,-71.030553,1,rooftop,615,Broadway,,,Chelsea,MA,"Suffolk County",02150,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
335,"Harvard St at Greene-Rose Heritage Park",42.36599432867437,-71.09522221614498,42.365968,-71.095598,1,rooftop,160,"Harvard St",,,Cambridge,MA,"Middlesex County",02139,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
560,"Flat 9 at Whittier",42.33420351352245,-71.08767616843123,42.334019,-71.087631,1,rooftop,160,"Ruggles St",,,"Roxbury Crossing",MA,"Suffolk County",02120,US,"City of Boston"
M32030,"Dana Park",42.361780439606044,-71.10809952020645,42.361922,-71.108154,1,rooftop,69,"Magazine St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
A32053,"Valenti Way at Haverhill St",42.36473898691789,-71.05934903025626,42.3644,-71.059275,1,rooftop,183,"Canal St",,,Boston,MA,"Suffolk County",02114,US,"City of Boston"
50,"Boylston St at Berkeley St",42.3511419825475,-71.07329249382019,42.350849,-71.073111,1,rooftop,222,"Berkeley St",,,Boston,MA,"Suffolk County",02116,US,"City of Boston"
238,"Mass Ave at Hadley/Walden (former)",42.39138548863825,-71.12288117408751,42.391578,-71.122963,1,rooftop,2067,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
570,"Salem State University - North Campus",42.503332,-70.891444,42.502925,-70.891487,1,rooftop,1,"Meier Dr",,,Salem,MA,"Essex County",01970,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
B32007,"Seaport Square - Seaport Blvd at Northern Ave",42.35148193460858,-71.04436084628105,42.351504,-71.044189,1,rooftop,81,"Northern Ave",,,Boston,MA,"Suffolk County",02210,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
N32001,"Washington St at Crafts St",42.35398066,-71.199328065,42.353974,-71.199388,1,rooftop,631,"Washington St",,,Newton,MA,"Middlesex County",02458,US,"Town of Newton"
554,"Forsyth St at Huntington Ave",42.339202,-71.090511,42.339249,-71.090259,1,rooftop,50,"Forsyth St",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
C32064,"Sydney St at Carson St",42.32039374304257,-71.05355408051764,42.320489,-71.053901,1,rooftop,32,"Carson St",,,Dorchester,MA,"Suffolk County",02125,US,"City of Boston"
S32054,"Union Square Station",42.377309,-71.094428,42.377491,-71.094263,1,rooftop,40,"Bennett St",,,Somerville,MA,"Middlesex County",02143,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
448,"Hale Park",42.4206487,-71.0437126,42.420803,-71.043975,1,rooftop,912,Broadway,,,Everett,MA,"Middlesex County",02149,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
M32080,"Main Street/Albany Street/Technology Square",42.3629016,-71.0915669,42.362931,-71.091216,1,rooftop,200,"Technology Sq",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
521,"Lafayette at Leach St",42.51142784358897,-70.89183300733566,42.511377,-70.89161,1,rooftop,235,"Lafayette St",,,Salem,MA,"Essex County",01970,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
318,"Ames St at Broadway",42.3636929,-71.0875672,42.36385,-71.087833,1,rooftop,6,Broadway,,,Cambridge,MA,"Middlesex County",02142,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
475,"Arsenal Yards",42.36277388549605,-71.15764854490408,42.362208,-71.15711,0.99,rooftop,87,"Arsenal Yards Blvd",,,Watertown,MA,"Middlesex County",02472,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
420,"Charles St at Pinckney St",42.35872530462163,-71.07079532006537,42.358719,-71.070921,1,rooftop,102,"Charles St",,,Boston,MA,"Suffolk County",02114,US,"City of Boston"
350,"Codman Square Library",42.2873611,-71.071111,42.287449,-71.071431,1,rooftop,691-691H,"Washington St",,,Boston,MA,"Suffolk County",02124,US,"City of Boston"
B32036,"One Brigham Circle",42.333899856,-71.104316354,42.333717,-71.104493,1,rooftop,1622,"Tremont St",,,"Roxbury Crossing",MA,"Suffolk County",02120,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
341,"Roslindale Village - Washington St",42.28630716010807,-71.12820532182013,42.286226,-71.128122,1,rooftop,4230,"Washington St",,,Roslindale,MA,"Suffolk County",02131,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
M32062,"Inman Square at Springfield St.",42.37426713524931,-71.10026478767395,42.37422,-71.100116,1,rooftop,15,"Springfield St",,,Cambridge,MA,"Middlesex County",02139,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
109,"West End Park",42.36590788445084,-71.06446668505669,42.365419,-71.064331,0.99,rooftop,42,"Lomasney Way",,,Boston,MA,"Suffolk County",02114,US,"City of Boston"
D32049,"Stuart St at Berkeley St",42.34954403114251,-71.0724207387284,42.349249,-71.072441,1,rooftop,350,"Stuart St",,,Boston,MA,"Suffolk County",02116,US,"City of Boston"
A32047,"Broad St at Central St",42.35849449039304,-71.05426469875965,42.358433,-71.054489,1,rooftop,23-37,"Broad St",,,Boston,MA,"Suffolk County",02109,US,"City of Boston"
C32044,"Blue Hill Ave at Almont St",42.274620671812244,-71.09372552493369,42.27473,-71.09393,1,rooftop,1451,"Blue Hill Ave",,,Mattapan,MA,"Suffolk County",02126,US,"City of Boston"
55,"Boylston St at Massachusetts Ave",42.34740620525209,-71.08678414955648,42.34756,-71.086825,1,nearest_street,,I-90,,,Boston,MA,"Suffolk County",02215,US,"TIGER/Line® dataset from the US Census Bureau"
379,"Tremont St at W. Dedham St",42.34254913737952,-71.07421449387857,42.342759,-71.074371,1,rooftop,619,"Tremont St",,,Boston,MA,"Suffolk County",02118,US,"City of Boston"
A32040,"Honan Library",42.36027370454934,-71.12852452327388,42.360442,-71.128666,1,rooftop,288-290,"N Harvard St",,,Allston,MA,"Suffolk County",02134,US,"City of Boston"
227,"Silber Way",42.34949599514002,-71.10057592391968,42.349675,-71.100679,1,rooftop,605,"Commonwealth Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
